,Pmult_ChP5-3,Pmult_strain16,Pmult_strain17,Pmult_G1-2,Pmult_PrO166-3,Pmult_strain4,Pmult_Kr154-4,Pmult_Ir3-6,Pmult_D237-6,Pmult_SPb63-2,Pmult_SR212-9,Pmult_SR213-1,Pmult_AMA5-7,Pmult_ThK-16,Pmult_K4-2,Pmult_SK6-3,Pmult_Wg8,Pmult_BR,Pmult_R51-6,Pmult_L72-1,Pmult_CyP5-3,Pmult_ITR,Pmult_OmN-1,Pmult_Or4-3,Pmult_LB-1,Pmult_MSA-5,Pmult_ChP10-2,Pfok_FCB10-1,Pfok_SMM81-1,Pfok_PL4-1,Pfok_T42-1,Pfok_AM,Pfok_strain14,Pfok_CyL3-21,Pfok_strain6,Pfok_strain12,Pfok_US_Bl_16I1,Plyn_SP-1,Plyn_HSG3-10,Plyn_SD11-9,Plyn_ShKm41,Plyn_TRB101-1,Plyn_TRB101-4,Plyn_PO16-1,Plyn_C8-2,Plyn_V105-1,Pcaud_Kr113-3,Pcaud_K5-2,Pcaud_43c3d,Pcaud_CA,Pcaud_GB4-26
Pmult_SR212-9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.812,99.906,99.812,99.812,99.718,98.117,98.117,98.117,98.023,98.023,98.023,98.023,97.928,98.117,98.117,93.709,93.709,93.521,93.803,93.803,93.803,93.897,93.897,93.897,93.427,93.333,93.016,93.615,93.803
Pmult_SR213-1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.812,99.906,99.812,99.812,99.718,98.117,98.117,98.117,98.023,98.023,98.023,98.023,97.928,98.117,98.117,93.709,93.709,93.521,93.803,93.803,93.803,93.897,93.897,93.897,93.427,93.333,93.016,93.615,93.803
Pmult_AMA5-7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.812,99.906,99.812,99.812,99.718,98.117,98.117,98.117,98.023,98.023,98.023,98.023,97.928,98.117,98.117,93.709,93.709,93.521,93.803,93.803,93.803,93.897,93.897,93.897,93.427,93.333,93.016,93.615,93.803
Pmult_ThK-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.812,99.906,99.812,99.812,99.718,98.117,98.117,98.117,98.023,98.023,98.023,98.023,97.928,98.117,98.117,93.709,93.709,93.521,93.803,93.803,93.803,93.897,93.897,93.897,93.427,93.333,93.016,93.615,93.803
Pmult_K4-2,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,100.0,100.0,100.0,100.0,100.0,100.0,99.812,99.812,99.906,99.812,99.906,99.718,99.812,98.211,98.211,98.211,98.117,98.117,98.117,98.117,98.023,98.211,98.211,93.615,93.615,93.427,93.709,93.709,93.709,93.803,93.803,93.803,93.333,93.239,92.919,93.521,93.709
Pmult_SK6-3,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,100.0,100.0,100.0,100.0,100.0,100.0,99.812,99.812,99.906,99.812,99.906,99.718,99.812,98.211,98.211,98.211,98.117,98.117,98.117,98.117,98.023,98.211,98.211,93.615,93.615,93.427,93.709,93.709,93.709,93.803,93.803,93.803,93.333,93.239,92.919,93.521,93.709
Pmult_Wg8,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,100.0,100.0,100.0,100.0,100.0,100.0,99.812,99.812,99.906,99.812,99.906,99.718,99.812,98.211,98.211,98.211,98.117,98.117,98.117,98.117,98.023,98.211,98.211,93.615,93.615,93.427,93.709,93.709,93.709,93.803,93.803,93.803,93.333,93.239,92.919,93.521,93.709
Pmult_BR,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,100.0,100.0,100.0,100.0,100.0,100.0,99.812,99.812,99.906,99.812,99.906,99.718,99.812,98.211,98.211,98.211,98.117,98.117,98.117,98.117,98.023,98.211,98.211,93.615,93.615,93.427,93.709,93.709,93.709,93.803,93.803,93.803,93.333,93.239,92.919,93.521,93.709
Pmult_R51-6,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,100.0,100.0,100.0,100.0,100.0,100.0,99.812,99.812,99.906,99.812,99.906,99.718,99.812,98.211,98.211,98.211,98.117,98.117,98.117,98.117,98.023,98.211,98.211,93.615,93.615,93.427,93.709,93.709,93.709,93.803,93.803,93.803,93.333,93.239,92.919,93.521,93.709
Pmult_L72-1,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,100.0,100.0,100.0,100.0,100.0,100.0,99.812,99.812,99.906,99.812,99.906,99.718,99.812,98.211,98.211,98.211,98.117,98.117,98.117,98.117,98.023,98.211,98.211,93.615,93.615,93.427,93.709,93.709,93.709,93.803,93.803,93.803,93.333,93.239,92.919,93.521,93.709
Pmult_CyP5-3,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.812,99.812,99.812,99.812,99.812,99.812,100.0,99.812,99.718,99.812,99.718,99.718,99.623,98.023,98.023,98.023,97.928,97.928,97.928,97.928,97.834,98.023,98.023,93.709,93.709,93.521,93.803,93.803,93.803,93.897,93.897,93.897,93.427,93.333,93.016,93.615,93.803
Pmult_ITR,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.812,99.812,99.812,99.812,99.812,99.812,99.812,100.0,99.718,99.812,99.718,99.718,99.623,98.211,98.211,98.211,98.117,98.117,98.117,98.117,98.023,98.023,98.023,93.615,93.615,93.427,93.709,93.709,93.709,93.803,93.803,93.803,93.521,93.427,93.113,93.709,93.897
Pmult_OmN-1,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.906,99.906,99.906,99.906,99.906,99.906,99.718,99.718,100.0,99.718,99.812,99.623,99.718,98.117,98.117,98.117,98.023,98.023,98.023,98.023,97.928,98.117,98.117,93.521,93.521,93.333,93.615,93.615,93.615,93.709,93.709,93.709,93.239,93.146,92.823,93.427,93.615
Pmult_Or4-3,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.906,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.718,100.0,99.718,99.718,99.623,98.023,98.023,98.023,97.928,97.928,97.928,97.928,97.834,98.023,98.023,93.615,93.615,93.427,93.709,93.709,93.709,93.803,93.803,93.803,93.333,93.239,92.919,93.521,93.709
Pmult_LB-1,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.906,99.906,99.906,99.906,99.906,99.906,99.718,99.718,99.812,99.718,100.0,99.623,99.718,98.117,98.117,98.117,98.023,98.023,98.023,98.023,97.928,98.117,98.117,93.521,93.521,93.333,93.615,93.615,93.615,93.709,93.709,93.709,93.239,93.146,92.823,93.427,93.615
Pmult_MSA-5,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.812,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.623,99.718,99.623,100.0,99.529,97.928,97.928,97.928,97.834,97.834,97.834,97.834,97.74,97.928,97.928,93.521,93.521,93.333,93.615,93.615,93.615,93.709,93.709,93.709,93.239,93.146,92.823,93.427,93.615
Pmult_ChP10-2,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.718,99.812,99.812,99.812,99.812,99.812,99.812,99.623,99.623,99.718,99.623,99.718,99.529,100.0,98.023,98.023,98.023,97.928,97.928,97.928,97.928,97.834,98.023,98.023,93.427,93.427,93.239,93.521,93.521,93.521,93.615,93.615,93.615,93.146,93.052,92.726,93.333,93.521
Pfok_FCB10-1,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.211,98.211,98.211,98.211,98.211,98.211,98.023,98.211,98.117,98.023,98.117,97.928,98.023,100.0,100.0,100.0,99.906,99.906,99.906,99.906,99.812,99.058,99.058,93.897,93.897,93.709,93.991,93.991,93.991,94.085,94.085,94.085,94.085,93.991,93.695,94.272,94.46
Pfok_SMM81-1,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.211,98.211,98.211,98.211,98.211,98.211,98.023,98.211,98.117,98.023,98.117,97.928,98.023,100.0,100.0,100.0,99.906,99.906,99.906,99.906,99.812,99.058,99.058,93.897,93.897,93.709,93.991,93.991,93.991,94.085,94.085,94.085,94.085,93.991,93.695,94.272,94.46
Pfok_PL4-1,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.211,98.211,98.211,98.211,98.211,98.211,98.023,98.211,98.117,98.023,98.117,97.928,98.023,100.0,100.0,100.0,99.906,99.906,99.906,99.906,99.812,99.058,99.058,93.897,93.897,93.709,93.991,93.991,93.991,94.085,94.085,94.085,94.085,93.991,93.695,94.272,94.46
Pfok_T42-1,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.117,98.117,98.117,98.117,98.117,98.117,97.928,98.117,98.023,97.928,98.023,97.834,97.928,99.906,99.906,99.906,100.0,99.812,99.812,99.812,99.718,98.964,98.964,93.803,93.803,93.615,93.897,93.897,93.897,93.991,93.991,93.991,93.991,93.897,93.695,94.178,94.366
Pfok_AM,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.117,98.117,98.117,98.117,98.117,98.117,97.928,98.117,98.023,97.928,98.023,97.834,97.928,99.906,99.906,99.906,99.812,100.0,100.0,100.0,99.906,99.153,99.153,93.991,93.991,93.803,94.085,94.085,94.085,94.178,94.178,94.178,94.178,94.085,93.792,94.178,94.366
Pfok_strain14,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.117,98.117,98.117,98.117,98.117,98.117,97.928,98.117,98.023,97.928,98.023,97.834,97.928,99.906,99.906,99.906,99.812,100.0,100.0,100.0,99.906,99.153,99.153,93.991,93.991,93.803,94.085,94.085,94.085,94.178,94.178,94.178,94.178,94.085,93.792,94.178,94.366
Pfok_CyL3-21,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.023,98.117,98.117,98.117,98.117,98.117,98.117,97.928,98.117,98.023,97.928,98.023,97.834,97.928,99.906,99.906,99.906,99.812,100.0,100.0,100.0,99.906,99.153,99.153,93.991,93.991,93.803,94.085,94.085,94.085,94.178,94.178,94.178,94.178,94.085,93.792,94.178,94.366
Pfok_strain6,97.928,97.928,97.928,97.928,97.928,97.928,97.928,97.928,97.928,97.928,97.928,97.928,97.928,97.928,98.023,98.023,98.023,98.023,98.023,98.023,97.834,98.023,97.928,97.834,97.928,97.74,97.834,99.812,99.812,99.812,99.718,99.906,99.906,99.906,100.0,99.058,99.058,93.897,93.897,93.709,93.991,93.991,93.991,94.085,94.085,94.085,94.085,93.991,93.695,94.085,94.272
Pfok_strain12,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.211,98.211,98.211,98.211,98.211,98.211,98.023,98.023,98.117,98.023,98.117,97.928,98.023,99.058,99.058,99.058,98.964,99.153,99.153,99.153,99.058,100.0,100.0,93.709,93.709,93.521,93.803,93.803,93.803,93.897,93.897,93.897,93.803,93.709,93.404,93.803,93.991
Pfok_US_Bl_16I1,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.117,98.211,98.211,98.211,98.211,98.211,98.211,98.023,98.023,98.117,98.023,98.117,97.928,98.023,99.058,99.058,99.058,98.964,99.153,99.153,99.153,99.058,100.0,100.0,93.709,93.709,93.521,93.803,93.803,93.803,93.897,93.897,93.897,93.803,93.709,93.404,93.803,93.991
Plyn_SP-1,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.615,93.615,93.615,93.615,93.615,93.615,93.709,93.615,93.521,93.615,93.521,93.521,93.427,93.897,93.897,93.897,93.803,93.991,93.991,93.991,93.897,93.709,93.709,100.0,100.0,99.623,99.906,99.906,99.906,99.812,99.623,99.623,96.893,96.798,96.595,96.704,96.704
Plyn_HSG3-10,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.709,93.615,93.615,93.615,93.615,93.615,93.615,93.709,93.615,93.521,93.615,93.521,93.521,93.427,93.897,93.897,93.897,93.803,93.991,93.991,93.991,93.897,93.709,93.709,100.0,100.0,99.623,99.906,99.906,99.906,99.812,99.623,99.623,96.893,96.798,96.595,96.704,96.704
Plyn_SD11-9,93.521,93.521,93.521,93.521,93.521,93.521,93.521,93.521,93.521,93.521,93.521,93.521,93.521,93.521,93.427,93.427,93.427,93.427,93.427,93.427,93.521,93.427,93.333,93.427,93.333,93.333,93.239,93.709,93.709,93.709,93.615,93.803,93.803,93.803,93.709,93.521,93.521,99.623,99.623,100.0,99.718,99.718,99.718,99.623,99.435,99.435,96.516,96.422,96.206,96.328,96.328
Plyn_ShKm41,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.709,93.709,93.709,93.709,93.709,93.709,93.803,93.709,93.615,93.709,93.615,93.615,93.521,93.991,93.991,93.991,93.897,94.085,94.085,94.085,93.991,93.803,93.803,99.906,99.906,99.718,100.0,100.0,100.0,99.906,99.718,99.718,96.798,96.704,96.498,96.61,96.61
Plyn_TRB101-1,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.709,93.709,93.709,93.709,93.709,93.709,93.803,93.709,93.615,93.709,93.615,93.615,93.521,93.991,93.991,93.991,93.897,94.085,94.085,94.085,93.991,93.803,93.803,99.906,99.906,99.718,100.0,100.0,100.0,99.906,99.718,99.718,96.798,96.704,96.498,96.61,96.61
Plyn_TRB101-4,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.709,93.709,93.709,93.709,93.709,93.709,93.803,93.709,93.615,93.709,93.615,93.615,93.521,93.991,93.991,93.991,93.897,94.085,94.085,94.085,93.991,93.803,93.803,99.906,99.906,99.718,100.0,100.0,100.0,99.906,99.718,99.718,96.798,96.704,96.498,96.61,96.61
Plyn_PO16-1,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.803,93.803,93.803,93.803,93.803,93.803,93.897,93.803,93.709,93.803,93.709,93.709,93.615,94.085,94.085,94.085,93.991,94.178,94.178,94.178,94.085,93.897,93.897,99.812,99.812,99.623,99.906,99.906,99.906,100.0,99.812,99.812,96.893,96.798,96.595,96.704,96.704
Plyn_C8-2,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.803,93.803,93.803,93.803,93.803,93.803,93.897,93.803,93.709,93.803,93.709,93.709,93.615,94.085,94.085,94.085,93.991,94.178,94.178,94.178,94.085,93.897,93.897,99.623,99.623,99.435,99.718,99.718,99.718,99.812,100.0,100.0,97.081,96.987,96.79,96.893,96.893
Plyn_V105-1,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.897,93.803,93.803,93.803,93.803,93.803,93.803,93.897,93.803,93.709,93.803,93.709,93.709,93.615,94.085,94.085,94.085,93.991,94.178,94.178,94.178,94.085,93.897,93.897,99.623,99.623,99.435,99.718,99.718,99.718,99.812,100.0,100.0,97.081,96.987,96.79,96.893,96.893
Pcaud_Kr113-3,93.427,93.427,93.427,93.427,93.427,93.427,93.427,93.427,93.427,93.427,93.427,93.427,93.427,93.427,93.333,93.333,93.333,93.333,93.333,93.333,93.427,93.521,93.239,93.333,93.239,93.239,93.146,94.085,94.085,94.085,93.991,94.178,94.178,94.178,94.085,93.803,93.803,96.893,96.893,96.516,96.798,96.798,96.798,96.893,97.081,97.081,100.0,99.906,99.708,99.718,99.529
Pcaud_K5-2,93.333,93.333,93.333,93.333,93.333,93.333,93.333,93.333,93.333,93.333,93.333,93.333,93.333,93.333,93.239,93.239,93.239,93.239,93.239,93.239,93.333,93.427,93.146,93.239,93.146,93.146,93.052,93.991,93.991,93.991,93.897,94.085,94.085,94.085,93.991,93.709,93.709,96.798,96.798,96.422,96.704,96.704,96.704,96.798,96.987,96.987,99.906,100.0,99.611,99.623,99.435
Pcaud_43c3d,93.016,93.016,93.016,93.016,93.016,93.016,93.016,93.016,93.016,93.016,93.016,93.016,93.016,93.016,92.919,92.919,92.919,92.919,92.919,92.919,93.016,93.113,92.823,92.919,92.823,92.823,92.726,93.695,93.695,93.695,93.695,93.792,93.792,93.792,93.695,93.404,93.404,96.595,96.595,96.206,96.498,96.498,96.498,96.595,96.79,96.79,99.708,99.611,100.0,99.416,99.319
Pcaud_CA,93.615,93.615,93.615,93.615,93.615,93.615,93.615,93.615,93.615,93.615,93.615,93.615,93.615,93.615,93.521,93.521,93.521,93.521,93.521,93.521,93.615,93.709,93.427,93.521,93.427,93.427,93.333,94.272,94.272,94.272,94.178,94.178,94.178,94.178,94.085,93.803,93.803,96.704,96.704,96.328,96.61,96.61,96.61,96.704,96.893,96.893,99.718,99.623,99.416,100.0,99.812
Pcaud_GB4-26,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.803,93.709,93.709,93.709,93.709,93.709,93.709,93.803,93.897,93.615,93.709,93.615,93.615,93.521,94.46,94.46,94.46,94.366,94.366,94.366,94.366,94.272,93.991,93.991,96.704,96.704,96.328,96.61,96.61,96.61,96.704,96.893,96.893,99.529,99.435,99.319,99.812,100.0
