,Pmult_ChP5-3,Pmult_strain16,Pmult_strain17,Pmult_G1-2,Pmult_PrO166-3,Pmult_strain4,Pmult_Kr154-4,Pmult_Ir3-6,Pmult_D237-6,Pmult_SPb63-2,Pmult_SR212-9,Pmult_SR213-1,Pmult_AMA5-7,Pmult_ThK-16,Pmult_K4-2,Pmult_SK6-3,Pmult_Wg8,Pmult_BR,Pmult_R51-6,Pmult_L72-1,Pmult_CyP5-3,Pmult_ITR,Pmult_OmN-1,Pmult_Or4-3,Pmult_LB-1,Pmult_MSA-5,Pmult_ChP10-2,Pfok_FCB10-1,Pfok_SMM81-1,Pfok_PL4-1,Pfok_T42-1,Pfok_AM,Pfok_strain14,Pfok_CyL3-21,Pfok_strain6,Pfok_strain12,Pfok_US_Bl_16I1,Plyn_SP-1,Plyn_HSG3-10,Plyn_SD11-9,Plyn_ShKm41,Plyn_TRB101-1,Plyn_TRB101-4,Plyn_PO16-1,Plyn_C8-2,Plyn_V105-1,Pcaud_Kr113-3,Pcaud_K5-2,Pcaud_43c3d,Pcaud_CA,Pcaud_GB4-26
Pmult_SR212-9,,,,,,,,,,,,0.0000000000,0.0000000000,0.0000000000,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009434658,0.0018882121,0.0009434658,0.0018893493,0.0009430725,0.0018929259,0.0196159599,0.0196159599,0.0196159599,0.0206391191,0.0206391191,0.0206391191,0.0206391191,0.0216362254,0.0195220756,0.0195220756,0.0725703806,0.0725703806,0.0750307639,0.0714748856,0.0714748856,0.0714748856,0.0703806412,0.0702806421,0.0702806421,0.0740328027,0.0752436891,0.0782958276,0.0715747762,0.0692373074
Pmult_SR213-1,,,,,,,,,,,,,0.0000000000,0.0000000000,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009434658,0.0018882121,0.0009434658,0.0018893493,0.0009430725,0.0018929259,0.0196159599,0.0196159599,0.0196159599,0.0206391191,0.0206391191,0.0206391191,0.0206391191,0.0216362254,0.0195220756,0.0195220756,0.0725703806,0.0725703806,0.0750307639,0.0714748856,0.0714748856,0.0714748856,0.0703806412,0.0702806421,0.0702806421,0.0740328027,0.0752436891,0.0782958276,0.0715747762,0.0692373074
Pmult_AMA5-7,,,,,,,,,,,,,,0.0000000000,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009434658,0.0018882121,0.0009434658,0.0018893493,0.0009430725,0.0018929259,0.0196159599,0.0196159599,0.0196159599,0.0206391191,0.0206391191,0.0206391191,0.0206391191,0.0216362254,0.0195220756,0.0195220756,0.0725703806,0.0725703806,0.0750307639,0.0714748856,0.0714748856,0.0714748856,0.0703806412,0.0702806421,0.0702806421,0.0740328027,0.0752436891,0.0782958276,0.0715747762,0.0692373074
Pmult_ThK-16,,,,,,,,,,,,,,,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009421839,0.0009434658,0.0018882121,0.0009434658,0.0018893493,0.0009430725,0.0018929259,0.0196159599,0.0196159599,0.0196159599,0.0206391191,0.0206391191,0.0206391191,0.0206391191,0.0216362254,0.0195220756,0.0195220756,0.0725703806,0.0725703806,0.0750307639,0.0714748856,0.0714748856,0.0714748856,0.0703806412,0.0702806421,0.0702806421,0.0740328027,0.0752436891,0.0782958276,0.0715747762,0.0692373074
Pmult_K4-2,,,,,,,,,,,,,,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018856468,0.0018882121,0.0009434658,0.0018882121,0.0009440332,0.0018874265,0.0009458191,0.0186228041,0.0186228041,0.0186228041,0.0196432977,0.0196432977,0.0196432977,0.0196432977,0.0206391191,0.0185336735,0.0185336735,0.0736671250,0.0736671250,0.0761338805,0.0725703806,0.0725703806,0.0725703806,0.0714748856,0.0713733706,0.0713733706,0.0751363294,0.0763500060,0.0794484974,0.0726719109,0.0703295970
Pmult_SK6-3,,,,,,,,,,,,,,,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018856468,0.0018882121,0.0009434658,0.0018882121,0.0009440332,0.0018874265,0.0009458191,0.0186228041,0.0186228041,0.0186228041,0.0196432977,0.0196432977,0.0196432977,0.0196432977,0.0206391191,0.0185336735,0.0185336735,0.0736671250,0.0736671250,0.0761338805,0.0725703806,0.0725703806,0.0725703806,0.0714748856,0.0713733706,0.0713733706,0.0751363294,0.0763500060,0.0794484974,0.0726719109,0.0703295970
Pmult_Wg8,,,,,,,,,,,,,,,,,,0.0000000000,0.0000000000,0.0000000000,0.0018856468,0.0018882121,0.0009434658,0.0018882121,0.0009440332,0.0018874265,0.0009458191,0.0186228041,0.0186228041,0.0186228041,0.0196432977,0.0196432977,0.0196432977,0.0196432977,0.0206391191,0.0185336735,0.0185336735,0.0736671250,0.0736671250,0.0761338805,0.0725703806,0.0725703806,0.0725703806,0.0714748856,0.0713733706,0.0713733706,0.0751363294,0.0763500060,0.0794484974,0.0726719109,0.0703295970
Pmult_BR,,,,,,,,,,,,,,,,,,,0.0000000000,0.0000000000,0.0018856468,0.0018882121,0.0009434658,0.0018882121,0.0009440332,0.0018874265,0.0009458191,0.0186228041,0.0186228041,0.0186228041,0.0196432977,0.0196432977,0.0196432977,0.0196432977,0.0206391191,0.0185336735,0.0185336735,0.0736671250,0.0736671250,0.0761338805,0.0725703806,0.0725703806,0.0725703806,0.0714748856,0.0713733706,0.0713733706,0.0751363294,0.0763500060,0.0794484974,0.0726719109,0.0703295970
Pmult_R51-6,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0018856468,0.0018882121,0.0009434658,0.0018882121,0.0009440332,0.0018874265,0.0009458191,0.0186228041,0.0186228041,0.0186228041,0.0196432977,0.0196432977,0.0196432977,0.0196432977,0.0206391191,0.0185336735,0.0185336735,0.0736671250,0.0736671250,0.0761338805,0.0725703806,0.0725703806,0.0725703806,0.0714748856,0.0713733706,0.0713733706,0.0751363294,0.0763500060,0.0794484974,0.0726719109,0.0703295970
Pmult_L72-1,,,,,,,,,,,,,,,,,,,,,0.0018856468,0.0018882121,0.0009434658,0.0018882121,0.0009440332,0.0018874265,0.0009458191,0.0186228041,0.0186228041,0.0186228041,0.0196432977,0.0196432977,0.0196432977,0.0196432977,0.0206391191,0.0185336735,0.0185336735,0.0736671250,0.0736671250,0.0761338805,0.0725703806,0.0725703806,0.0725703806,0.0714748856,0.0713733706,0.0713733706,0.0751363294,0.0763500060,0.0794484974,0.0726719109,0.0703295970
Pmult_CyP5-3,,,,,,,,,,,,,,,,,,,,,,0.0018882121,0.0028342369,0.0018882121,0.0028359463,0.0018874265,0.0028413185,0.0206104014,0.0206104014,0.0206104014,0.0216362254,0.0216362254,0.0216362254,0.0216362254,0.0226346146,0.0205117578,0.0205117578,0.0725703806,0.0725703806,0.0750307639,0.0714748856,0.0714748856,0.0714748856,0.0703806412,0.0702806421,0.0702806421,0.0740328027,0.0752436891,0.0782958276,0.0715747762,0.0692373074
Pmult_ITR,,,,,,,,,,,,,,,,,,,,,,,0.0028380974,0.0018907844,0.0028398115,0.0018899966,0.0028451984,0.0185969160,0.0185969160,0.0185969160,0.0196159599,0.0196159599,0.0196159599,0.0196159599,0.0206104014,0.0205402053,0.0205402053,0.0737719517,0.0737719517,0.0762424741,0.0726736869,0.0726736869,0.0726736869,0.0715766718,0.0714748856,0.0714748856,0.0728265203,0.0740328027,0.0770302619,0.0703786224,0.0680494305
Pmult_OmN-1,,,,,,,,,,,,,,,,,,,,,,,,0.0028380974,0.0018919246,0.0028369173,0.0018955111,0.0196432977,0.0196432977,0.0196432977,0.0206679156,0.0206679156,0.0206679156,0.0206679156,0.0216664065,0.0195491561,0.0195491561,0.0748714652,0.0748714652,0.0773483711,0.0737719517,0.0737719517,0.0737719517,0.0726736869,0.0725703806,0.0725703806,0.0763500060,0.0775683020,0.0807220509,0.0738754157,0.0715247949
Pmult_Or4-3,,,,,,,,,,,,,,,,,,,,,,,,,0.0028398115,0.0018899966,0.0028451984,0.0206391191,0.0206391191,0.0206391191,0.0216664065,0.0216664065,0.0216664065,0.0216664065,0.0226661814,0.0205402053,0.0205402053,0.0737719517,0.0737719517,0.0762424741,0.0726736869,0.0726736869,0.0726736869,0.0715766718,0.0714748856,0.0714748856,0.0752436891,0.0764591916,0.0795663761,0.0727755021,0.0704297335
Pmult_LB-1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028386299,0.0018966570,0.0196557690,0.0196557690,0.0196557690,0.0206810733,0.0206810733,0.0206810733,0.0206810733,0.0216802184,0.0195615080,0.0195615080,0.0749239858,0.0749239858,0.0774029343,0.0738236463,0.0738236463,0.0738236463,0.0727245577,0.0726211091,0.0726211091,0.0764038895,0.0776231786,0.0807815440,0.0739272602,0.0715747762
Pmult_MSA-5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028440123,0.0206306386,0.0206306386,0.0206306386,0.0216575120,0.0216575120,0.0216575120,0.0216575120,0.0226568970,0.0205318029,0.0205318029,0.0737442751,0.0737442751,0.0762139610,0.0726463447,0.0726463447,0.0726463447,0.0715496661,0.0714479458,0.0714479458,0.0752154367,0.0764305369,0.0795356548,0.0727480907,0.0704030978
Pmult_ChP10-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196944605,0.0196944605,0.0196944605,0.0207218642,0.0207218642,0.0207218642,0.0207218642,0.0217230063,0.0195998314,0.0195998314,0.0750814811,0.0750814811,0.0775663492,0.0739787526,0.0739787526,0.0739787526,0.0728772798,0.0727734115,0.0727734115,0.0765653516,0.0777875149,0.0809594432,0.0740828088,0.0717249180
Pfok_FCB10-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0000000000,0.0009434658,0.0009434658,0.0009434658,0.0009434658,0.0018882121,0.0095877151,0.0095877151,0.0694348093,0.0694348093,0.0718817972,0.0683407362,0.0683407362,0.0683407362,0.0672479200,0.0671520784,0.0671520784,0.0657351270,0.0669147702,0.0695952624,0.0635230583,0.0612347684
Pfok_SMM81-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0009434658,0.0009434658,0.0009434658,0.0009434658,0.0018882121,0.0095877151,0.0095877151,0.0694348093,0.0694348093,0.0718817972,0.0683407362,0.0683407362,0.0683407362,0.0672479200,0.0671520784,0.0671520784,0.0657351270,0.0669147702,0.0695952624,0.0635230583,0.0612347684
Pfok_PL4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009434658,0.0009434658,0.0009434658,0.0009434658,0.0018882121,0.0095877151,0.0095877151,0.0694348093,0.0694348093,0.0718817972,0.0683407362,0.0683407362,0.0683407362,0.0672479200,0.0671520784,0.0671520784,0.0657351270,0.0669147702,0.0695952624,0.0635230583,0.0612347684
Pfok_T42-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018907844,0.0018907844,0.0018907844,0.0028380974,0.0105680478,0.0105680478,0.0706308115,0.0706308115,0.0730879416,0.0695339576,0.0695339576,0.0695339576,0.0684383598,0.0683407362,0.0683407362,0.0669147702,0.0680989399,0.0695952624,0.0646963480,0.0623998844
Pfok_AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0000000000,0.0009421839,0.0086113406,0.0086113406,0.0682433741,0.0682433741,0.0706802517,0.0671520784,0.0671520784,0.0671520784,0.0660620404,0.0659679720,0.0659679720,0.0645599980,0.0657351270,0.0683634253,0.0646963480,0.0623998844
Pfok_strain14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0009421839,0.0086113406,0.0086113406,0.0682433741,0.0682433741,0.0706802517,0.0671520784,0.0671520784,0.0671520784,0.0660620404,0.0659679720,0.0659679720,0.0645599980,0.0657351270,0.0683634253,0.0646963480,0.0623998844
Pfok_CyL3-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009421839,0.0086113406,0.0086113406,0.0682433741,0.0682433741,0.0706802517,0.0671520784,0.0671520784,0.0671520784,0.0660620404,0.0659679720,0.0659679720,0.0645599980,0.0657351270,0.0683634253,0.0646963480,0.0623998844
Pfok_strain6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095745739,0.0095745739,0.0693359262,0.0693359262,0.0717791830,0.0682433741,0.0682433741,0.0682433741,0.0671520784,0.0670564936,0.0670564936,0.0656419393,0.0668198261,0.0694928286,0.0657805906,0.0634793126
Pfok_strain12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0717791830,0.0717791830,0.0742447355,0.0706802517,0.0706802517,0.0706802517,0.0695825776,0.0694832927,0.0694832927,0.0690430049,0.0702317574,0.0730510715,0.0691891648,0.0668684420
Pfok_US_Bl_16I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0717791830,0.0717791830,0.0742447355,0.0706802517,0.0706802517,0.0706802517,0.0695825776,0.0694832927,0.0694832927,0.0690430049,0.0702317574,0.0730510715,0.0691891648,0.0668684420
Plyn_SP-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0037889784,0.0009421839,0.0009421839,0.0009421839,0.0018856468,0.0037912714,0.0037912714,0.0331859055,0.0342620327,0.0355124998,0.0353191900,0.0352462286
Plyn_HSG3-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037889784,0.0009421839,0.0009421839,0.0009421839,0.0018856468,0.0037912714,0.0037912714,0.0331859055,0.0342620327,0.0355124998,0.0353191900,0.0352462286
Plyn_SD11-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028398115,0.0028398115,0.0028398115,0.0037889784,0.0057136440,0.0057136440,0.0374350377,0.0385260121,0.0399403915,0.0395950172,0.0395128824
Plyn_ShKm41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0000000000,0.0009421839,0.0028415276,0.0028415276,0.0342137501,0.0352925981,0.0365814419,0.0363517697,0.0362766597
Plyn_TRB101-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0009421839,0.0028415276,0.0028415276,0.0342137501,0.0352925981,0.0365814419,0.0363517697,0.0362766597
Plyn_TRB101-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009421839,0.0028415276,0.0028415276,0.0342137501,0.0352925981,0.0365814419,0.0363517697,0.0362766597
Plyn_PO16-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018930663,0.0018930663,0.0331859055,0.0342620327,0.0355124998,0.0353191900,0.0352462286
Plyn_C8-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,0.0310060732,0.0320721452,0.0332363759,0.0331208026,0.0330526855
Plyn_V105-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0310060732,0.0320721452,0.0332363759,0.0331208026,0.0330526855
Pcaud_Kr113-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009434658,0.0019567136,0.0028436872,0.0047552623
Pcaud_K5-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029412742,0.0037993335,0.0057179827
Pcaud_43c3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0049259725,0.0059274201
Pcaud_CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018893493
Pcaud_GB4-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
