,Pbur_K11-4B,Pbur_OLI,Pclor_HSG1-11,Pclor_Kon,Pmult_OmN-1,Pmult_CyP5-3,Pmult_ChP3-4,Pfok_strain12,Pfok_CyL3-21,Pfok_strain14,Pcaud_V-1,Pcaud_OR4-4,Pcaud_SH42,Pcaud_INL-1,Plyn_SD11-9,Plyn_V105-1,Plyn_PO16-1,Plyn_CB8-2,Plyn_HSG3-10,Plyn_SP-1,Plyn_TRB101-1,Plyn_TRB101-4,Plyn_ShKm41,Psp_FT8,Pgerm_GO1,Psept_227,Pdec_223,Psex_AZ8-4,Ptetr_51,Pjen_M,Ppol_TR-5,Pnephr_PnC72,Pcalk_GN5-1,Pdub_PdC95,Pput_PG-5,Pbuet_N06
Pcaud_V-1,0.454842384,0.4532589676,0.4111871186,0.4111871186,0.1552076131,0.1537459277,0.1860377352,0.19067957160000001,0.16939713920000002,0.1698067926,0.0,0.0106524353,0.0778072088,0.0911175402,0.1484408039,0.1529368199,0.15784352529999998,0.1551962855,0.1580645133,0.15093256970000002,0.16866787579999998,0.1663342084,0.16946228670000002,0.1497166133,0.201141663,0.3642511493,0.38559513659999994,0.3122698802,0.3441921089,0.3005746662,0.3278099882,0.38101133530000003,0.34943664609999997,0.3991672956,0.3366315176,0.3578997932
Pcaud_OR4-4,0.46106863270000004,0.4594605403,0.4230378165,0.4230378165,0.1513689118,0.14999570369999998,0.185984366,0.1886383186,0.17324905079999997,0.17378894039999998,0.0106524353,0.0,0.0777824442,0.0872777875,0.15032898050000001,0.1529368199,0.1597135059,0.1551962855,0.1598982069,0.1527710989,0.16866787579999998,0.1663342084,0.1635929792,0.1496733348,0.2032768333,0.3724712284,0.3828175565,0.3028314183,0.3466171071,0.30299733149999997,0.3250578583,0.37824972170000004,0.3519049283,0.40499357630000005,0.33379216629999997,0.35475380729999995
Pcaud_SH42,0.5172212964,0.5169392947,0.4942734479,0.4942734479,0.13856621789999998,0.1417453189,0.15655174119999998,0.1957636881,0.191698581,0.19394400809999998,0.0778072088,0.0777824442,0.0,0.1017804057,0.1403928623,0.13709419039999998,0.1401385082,0.139265633,0.1473709248,0.1412048578,0.1589853677,0.1567212673,0.16527097429999998,0.1684922436,0.1954149564,0.3910071475,0.373383788,0.32227457379999996,0.3517289596,0.33798122020000004,0.3474875156,0.41353851140000003,0.3888552237,0.4854442168,0.3845748289,0.4060955718
Pcaud_INL-1,0.5298341504999999,0.5118657562,0.4820744439,0.4820744439,0.15978232,0.1694378938,0.18582663559999998,0.1842426426,0.1864780989,0.184147332,0.0911175402,0.0872777875,0.1017804057,0.0,0.1304717414,0.1300755441,0.1302264924,0.1322146058,0.1379007221,0.1334891329,0.1368188095,0.13461292589999999,0.1410999188,0.1550088544,0.1878082993,0.36721191,0.3703157657,0.3275500128,0.3498757178,0.3219572793,0.35908369590000006,0.42234488880000004,0.3752929485,0.5175353457999999,0.39981415270000004,0.4068894642
Plyn_SD11-9,0.40172118560000003,0.4195998023,0.4282466812,0.4282466812,0.1547241571,0.1617867363,0.17222608600000003,0.18112006719999998,0.16540814869999998,0.1642651156,0.1484408039,0.15032898050000001,0.1403928623,0.1304717414,0.0,0.0,0.0,0.0015997547,0.0055486281,0.0041718518,0.022614755299999997,0.0209611684,0.0241715014,0.1690373234,0.16930145800000002,0.3675499099,0.3904604537,0.3647167546,0.3901181715,0.3366704728,0.32120140329999997,0.3830634322,0.3352376511,0.4273837327,0.3715450822,0.38508796219999997
Plyn_V105-1,0.46422337259999996,0.470962365,0.4788476293,0.4788476293,0.1681728175,0.179129277,0.1837208241,0.18621673739999997,0.1888810411,0.1888810411,0.1529368199,0.1529368199,0.13709419039999998,0.1300755441,0.0,0.0,0.0,0.0015997547,0.0032053561,0.0016024526999999999,0.0213822207,0.0197008286,0.0197008286,0.1769087944,0.16981517629999998,0.39630675369999996,0.40325961340000005,0.3849266025,0.42235169520000004,0.363677986,0.3661590172,0.4218405759,0.3628839779,0.4838076767,0.4176382624,0.4178088733
Plyn_PO16-1,0.4025571277,0.4199884329,0.4308203071,0.4308203071,0.1599718108,0.166945492,0.17721712010000001,0.1838958879,0.17077551100000002,0.1639776525,0.15784352529999998,0.1597135059,0.1401385082,0.1302264924,0.0,0.0,0.0,0.0015997547,0.0136989759,0.0096276549,0.022614755299999997,0.0209611684,0.026858967999999997,0.1786254429,0.1689926288,0.3720514556,0.4032827114,0.3776072574,0.4025017092,0.3523642021,0.32384763629999996,0.3836202946,0.3397955101,0.4268869072,0.3700388329,0.3842077726
Plyn_CB8-2,0.46812614799999996,0.4748948985,0.4828207352,0.4828207352,0.1705045796,0.18151738550000002,0.1861244625,0.18862983379999998,0.1913316159,0.1913316159,0.1551962855,0.1551962855,0.139265633,0.1322146058,0.0015997547,0.0015997547,0.0015997547,0.0,0.0048151334,0.0032096335999999997,0.0230617409,0.0213747086,0.0213747086,0.1792906351,0.17214507420000003,0.39964369479999995,0.40661562560000003,0.38818698659999995,0.4258266736,0.36683166939999995,0.369475485,0.42540550520000003,0.3662241459,0.48782650780000003,0.4213032797,0.4214394253
Plyn_HSG3-10,0.4000606507,0.4104733252,0.4209554663,0.4209554663,0.1562563975,0.164980346,0.17500733870000001,0.1916590609,0.17246230010000002,0.1730256774,0.1580645133,0.1598982069,0.1473709248,0.1379007221,0.0055486281,0.0032053561,0.0136989759,0.0048151334,0.0,0.015068982,0.022622548500000002,0.0209683973,0.027814166600000002,0.1719581068,0.1783198754,0.3724712284,0.39973061340000005,0.386014856,0.38906780189999995,0.34177082740000003,0.3218323097,0.391057824,0.34159080810000003,0.42403605899999997,0.37788018939999996,0.3895702311
Plyn_SP-1,0.39273000420000004,0.4097830983,0.4243809454,0.4243809454,0.1551109934,0.16389634320000002,0.1740545016,0.18275966170000002,0.163260189,0.1666651738,0.15093256970000002,0.1527710989,0.1412048578,0.1334891329,0.0041718518,0.0016024526999999999,0.0096276549,0.0032096335999999997,0.015068982,0.0,0.024306831600000002,0.0226449742,0.0340592802,0.16872133309999998,0.17201336350000002,0.388048055,0.4073969232,0.3837815893,0.3943566209,0.3493033104,0.31622947949999997,0.3855580286,0.3317924876,0.4262580864,0.3688094082,0.39149658810000004
Plyn_TRB101-1,0.46891300799999996,0.47366323060000004,0.5011096007,0.5011096007,0.1830716162,0.189406095,0.1987799848,0.19733707379999998,0.20001716170000003,0.20001716170000003,0.16866787579999998,0.16866787579999998,0.1589853677,0.1368188095,0.022614755299999997,0.0213822207,0.022614755299999997,0.0230617409,0.022622548500000002,0.024306831600000002,0.0,0.0015701652,0.0015701652,0.1854835351,0.1854407081,0.3797052154,0.3799227456,0.39239286219999997,0.4177829632,0.37701176159999994,0.3852213963,0.4325081242,0.39329333240000003,0.5207496068999999,0.432178894,0.42954772420000004
Plyn_TRB101-4,0.46891300799999996,0.4696512888,0.4969350467,0.4969350467,0.18067556420000003,0.18696924980000001,0.1963071855,0.1998232975,0.1975047625,0.1975047625,0.1663342084,0.1663342084,0.1567212673,0.13461292589999999,0.0209611684,0.0197008286,0.0209611684,0.0213747086,0.0209683973,0.0226449742,0.0015701652,0.0,0.0,0.18305370420000003,0.18303567690000003,0.3764148508,0.37664512549999996,0.3890418973,0.4142933832,0.3737472273,0.3817565108,0.42883123700000003,0.3897447589,0.5164379512,0.4283835099,0.425796529
Plyn_ShKm41,0.4213299059,0.4257363274,0.4538072762,0.4538072762,0.1777807362,0.18104662670000002,0.19567322469999998,0.2073941802,0.1871815716,0.1870138297,0.16946228670000002,0.1635929792,0.16527097429999998,0.1410999188,0.0241715014,0.0197008286,0.026858967999999997,0.0213747086,0.027814166600000002,0.0340592802,0.0015701652,0.0,0.0,0.18403878140000002,0.19273380850000002,0.36235992380000004,0.37483133409999997,0.3732187542,0.40556024409999997,0.3533926457,0.3481853695,0.4025558775,0.3754886501,0.4550840348,0.39408104549999995,0.4091817285
Psp_FT8,0.4307501785,0.4142030299,0.44121743049999995,0.44121743049999995,0.1792451265,0.181791549,0.1917262526,0.1857693635,0.1639288245,0.1661838753,0.1497166133,0.1496733348,0.1684922436,0.1550088544,0.1690373234,0.1769087944,0.1786254429,0.1792906351,0.1719581068,0.16872133309999998,0.1854835351,0.18305370420000003,0.18403878140000002,0.0,0.197866273,0.3205966557,0.3575614107,0.33713406310000005,0.3531560145,0.309581873,0.31028909239999997,0.39445472950000005,0.33875586539999997,0.4592797178,0.3729034793,0.36965087090000004
Pgerm_GO1,0.4524696821,0.43361626700000006,0.4815378007,0.4815378007,0.22212832079999997,0.2071887609,0.2385775409,0.2462370957,0.2369855108,0.2393554514,0.201141663,0.2032768333,0.1954149564,0.1878082993,0.16930145800000002,0.16981517629999998,0.1689926288,0.17214507420000003,0.1783198754,0.17201336350000002,0.1854407081,0.18303567690000003,0.19273380850000002,0.197866273,0.0,0.42258006060000003,0.4359071256,0.4160438075,0.4559601045,0.40813811780000003,0.3389209347,0.4077809825,0.35888124409999994,0.44375239759999996,0.38498427890000003,0.353712498
Psept_227,0.8107360791,0.7814258288,0.7062909458,0.7062909458,0.3568612604,0.3618330707,0.35535402159999996,0.39505950409999996,0.3883182032,0.3885958958,0.3642511493,0.3724712284,0.3910071475,0.36721191,0.3675499099,0.39630675369999996,0.3720514556,0.39964369479999995,0.3724712284,0.388048055,0.3797052154,0.3764148508,0.36235992380000004,0.3205966557,0.42258006060000003,0.0,0.2354814087,0.2110656134,0.2425459653,0.24455699620000002,0.5502075142,0.634299166,0.6267335591,0.7548498004,0.6749253329000001,0.6466535381
Pdec_223,0.8675616131999999,0.7664268278,0.7488736403,0.7488736403,0.3622149645,0.367625319,0.3606374879,0.3869070797,0.4006803354,0.3990075097,0.38559513659999994,0.3828175565,0.373383788,0.3703157657,0.3904604537,0.40325961340000005,0.4032827114,0.40661562560000003,0.39973061340000005,0.4073969232,0.3799227456,0.37664512549999996,0.37483133409999997,0.3575614107,0.4359071256,0.2354814087,0.0,0.2337872972,0.2300849412,0.2980809855,0.5548479819,0.6588175774,0.6471006922,0.7106796938,0.7092798389,0.6096665607
Psex_AZ8-4,0.801976244,0.7475833822,0.6750480657,0.6750480657,0.352812599,0.3519014714,0.35256146759999996,0.3839684942,0.3785115555,0.3727738375,0.3122698802,0.3028314183,0.32227457379999996,0.3275500128,0.3647167546,0.3849266025,0.3776072574,0.38818698659999995,0.386014856,0.3837815893,0.39239286219999997,0.3890418973,0.3732187542,0.33713406310000005,0.4160438075,0.2110656134,0.2337872972,0.0,0.29142085440000004,0.2620631303,0.5541038707,0.5963034717,0.6104859615,0.6976644265,0.6533145735,0.6611315893999999
Ptetr_51,0.7557629106,0.7378303468999999,0.7550362598,0.7550362598,0.3481943659,0.34656621390000003,0.33760402310000004,0.39247741259999996,0.38679511340000006,0.3841048832,0.3441921089,0.3466171071,0.3517289596,0.3498757178,0.3901181715,0.42235169520000004,0.4025017092,0.4258266736,0.38906780189999995,0.3943566209,0.4177829632,0.4142933832,0.40556024409999997,0.3531560145,0.4559601045,0.2425459653,0.2300849412,0.29142085440000004,0.0,0.2645126238,0.5715465391,0.6266239601,0.6131901431,0.7246120170999999,0.6676694716,0.6556667605
Pjen_M,0.7744793001000001,0.7346267993000001,0.66205918,0.66205918,0.3173660261,0.3162229443,0.3120030237,0.3754434138,0.36031731590000005,0.3549055713,0.3005746662,0.30299733149999997,0.33798122020000004,0.3219572793,0.3366704728,0.363677986,0.3523642021,0.36683166939999995,0.34177082740000003,0.3493033104,0.37701176159999994,0.3737472273,0.3533926457,0.309581873,0.40813811780000003,0.24455699620000002,0.2980809855,0.2620631303,0.2645126238,0.0,0.5383438166,0.6105162423,0.6091602743,0.6699264729,0.6523324954,0.5726189917
Ppol_TR-5,0.4990707828,0.5168259423,0.4145383663,0.4145383663,0.3003132978,0.29292885739999996,0.3209945514,0.3286336175,0.3027562518,0.3167926492,0.3278099882,0.3250578583,0.3474875156,0.35908369590000006,0.32120140329999997,0.3661590172,0.32384763629999996,0.369475485,0.3218323097,0.31622947949999997,0.3852213963,0.3817565108,0.3481853695,0.31028909239999997,0.3389209347,0.5502075142,0.5548479819,0.5541038707,0.5715465391,0.5383438166,0.0,0.314003335,0.3303022353,0.3997524732,0.34631123090000004,0.39241252130000004
Pnephr_PnC72,0.5431854891,0.5854933598,0.4720561082,0.4720561082,0.3992275971,0.39354256,0.432885501,0.4251140637,0.409791426,0.41663967609999997,0.38101133530000003,0.37824972170000004,0.41353851140000003,0.42234488880000004,0.3830634322,0.4218405759,0.3836202946,0.42540550520000003,0.391057824,0.3855580286,0.4325081242,0.42883123700000003,0.4025558775,0.39445472950000005,0.4077809825,0.634299166,0.6588175774,0.5963034717,0.6266239601,0.6105162423,0.314003335,0.0,0.3626620063,0.4552745835,0.4604303725,0.43819801740000003
Pcalk_GN5-1,0.5388127418,0.5345732853,0.4130792667,0.4130792667,0.35871645869999996,0.3507397896,0.3953583166,0.37536753359999997,0.36046095570000003,0.3754330959,0.34943664609999997,0.3519049283,0.3888552237,0.3752929485,0.3352376511,0.3628839779,0.3397955101,0.3662241459,0.34159080810000003,0.3317924876,0.39329333240000003,0.3897447589,0.3754886501,0.33875586539999997,0.35888124409999994,0.6267335591,0.6471006922,0.6104859615,0.6131901431,0.6091602743,0.3303022353,0.3626620063,0.0,0.4024415533,0.3924346525,0.43932441780000003
Pdub_PdC95,0.4932637211,0.502180163,0.5010726412,0.5010726412,0.4130003517,0.4235615561,0.44672020490000003,0.42180900689999995,0.42133194630000004,0.4394162667,0.3991672956,0.40499357630000005,0.4854442168,0.5175353457999999,0.4273837327,0.4838076767,0.4268869072,0.48782650780000003,0.42403605899999997,0.4262580864,0.5207496068999999,0.5164379512,0.4550840348,0.4592797178,0.44375239759999996,0.7548498004,0.7106796938,0.6976644265,0.7246120170999999,0.6699264729,0.3997524732,0.4552745835,0.4024415533,0.0,0.2752265234,0.3811289496
Pput_PG-5,0.43847248829999996,0.42145423020000006,0.4354074944,0.4354074944,0.3672941739,0.35099539539999997,0.37866647950000004,0.37306014369999996,0.36350800920000004,0.36885183229999996,0.3366315176,0.33379216629999997,0.3845748289,0.39981415270000004,0.3715450822,0.4176382624,0.3700388329,0.4213032797,0.37788018939999996,0.3688094082,0.432178894,0.4283835099,0.39408104549999995,0.3729034793,0.38498427890000003,0.6749253329000001,0.7092798389,0.6533145735,0.6676694716,0.6523324954,0.34631123090000004,0.4604303725,0.3924346525,0.2752265234,0.0,0.3450633151
Pbuet_N06,0.4939772295,0.5169269611,0.47234694229999996,0.47234694229999996,0.3632051119,0.36024657979999997,0.40774520810000003,0.3521294817,0.37016261659999994,0.37318178119999995,0.3578997932,0.35475380729999995,0.4060955718,0.4068894642,0.38508796219999997,0.4178088733,0.3842077726,0.4214394253,0.3895702311,0.39149658810000004,0.42954772420000004,0.425796529,0.4091817285,0.36965087090000004,0.353712498,0.6466535381,0.6096665607,0.6611315893999999,0.6556667605,0.5726189917,0.39241252130000004,0.43819801740000003,0.43932441780000003,0.3811289496,0.3450633151,0.0
