,Pbur_K11-4B,Pbur_OLI,Pclor_HSG1-11,Pclor_Kon,Pmult_OmN-1,Pmult_CyP5-3,Pmult_ChP3-4,Pfok_strain12,Pfok_CyL3-21,Pfok_strain14,Pcaud_V-1,Pcaud_OR4-4,Pcaud_SH42,Pcaud_INL-1,Plyn_SD11-9,Plyn_V105-1,Plyn_PO16-1,Plyn_CB8-2,Plyn_HSG3-10,Plyn_SP-1,Plyn_TRB101-1,Plyn_TRB101-4,Plyn_ShKm41,Psp_FT8,Pgerm_GO1,Psept_227,Pdec_223,Psex_AZ8-4,Ptetr_51,Pjen_M,Ppol_TR-5,Pnephr_PnC72,Pcalk_GN5-1,Pdub_PdC95,Pput_PG-5,Pbuet_N06,Pmult_R51-6,Pmult_SK6-3,Pmult_C3,Pmult_ThK-16,Pmult_MB2-5,Pmult_IP2-1,Pfok_US_Bl_16I1,Pfok_N6
Pcaud_V-1,0.4559109464,0.45430386030000003,0.411991723,0.411991723,0.1553342401,0.1538756776,0.18620012219999998,0.19086457469999998,0.1695935911,0.17000384699999999,0.0,0.0106524673,0.07782391429999999,0.0911549694,0.1485691099,0.1530719109,0.1579831859,0.1553319381,0.1582068881,0.1510639491,0.1688281546,0.1664912491,0.1696141134,0.1498379332,0.20133830100000003,0.36452309159999996,0.3858192264,0.3124222264,0.34438916090000005,0.3007378631,0.32836431120000004,0.3816059823,0.3500488559,0.34727220840000006,0.3070267444,0.3585840535,0.1499737785,0.1554420284,0.1594302592,0.1581113276,0.2007462644,0.1839329869,0.1960802171,0.171884805
Pcaud_OR4-4,0.46213808359999997,0.4605060283,0.42385142,0.42385142,0.1514888878,0.1501226381,0.1861443291,0.18882041440000003,0.17344502260000003,0.17398549230000002,0.0106524673,0.0,0.0777980576,0.08731248189999999,0.150455697,0.1530719109,0.1598514774,0.1553319381,0.1600389482,0.15290089769999998,0.1688281546,0.1664912491,0.1637412532,0.1497926956,0.2034710029,0.3727532415,0.38303875390000003,0.3029895527,0.346808257,0.3031629498,0.3256017698,0.3788432735,0.35250934240000004,0.3526062118,0.3043239255,0.3554252084,0.153629946,0.1516849182,0.1593822775,0.1543226155,0.20316184269999998,0.18387788600000002,0.1941255629,0.17575590149999998
Pcaud_SH42,0.5184996449,0.5181598258,0.49534719899999996,0.49534719899999996,0.1386550034,0.1418508353,0.156664785,0.1959722022,0.1918938625,0.1941398843,0.07782391429999999,0.0777980576,0.0,0.1018073622,0.1404869688,0.1371843259,0.1402323047,0.1393559365,0.1474715425,0.14130312539999998,0.1590942327,0.1568276294,0.1653831589,0.1686283682,0.1955797752,0.391265708,0.3736425401,0.3224704891,0.35196012520000003,0.3381535513,0.3480951635,0.4141798155,0.38955007880000003,0.4188800731,0.348986368,0.4068853958,0.1388984131,0.13729053,0.14373031990000001,0.1464240808,0.1619256923,0.156664785,0.19759952719999999,0.194576148
Pcaud_INL-1,0.5311972853,0.5131169178,0.4831220436,0.4831220436,0.1599131325,0.1695873044,0.18598038890000002,0.18441839289999998,0.186672048,0.1843405437,0.0911549694,0.08731248189999999,0.1018073622,0.0,0.130556358,0.13016200220000002,0.1303108199,0.1323012891,0.1379940744,0.1335781211,0.1369118678,0.1347036278,0.1411972425,0.1551297028,0.18796852890000001,0.3674790774,0.3705599205,0.3277242808,0.3500748636,0.3221061031,0.3597170064,0.42300935450000005,0.3759760206,0.4325588446,0.37264168090000005,0.407750664,0.1580700796,0.16940819989999997,0.15819953609999998,0.1747457416,0.1940515492,0.18598038890000002,0.1792683661,0.1894567819
Plyn_SD11-9,0.4025801843,0.42051562789999997,0.42915760979999995,0.42915760979999995,0.1548596246,0.1619447103,0.17238880420000002,0.1813093697,0.1655834978,0.1644374752,0.1485691099,0.150455697,0.1404869688,0.130556358,0.0,0.0,0.0,0.0015997642000000001,0.0055487094999999995,0.0041720895,0.0226168116,0.0209629144,0.024173003399999997,0.1692123039,0.16946022300000002,0.3678356713,0.3907199507,0.3649539704,0.3904071876,0.33689476409999997,0.3217232502,0.3836070391,0.3358746071,0.3684770721,0.3514268698,0.3858739707,0.1473328238,0.1609732544,0.1557578392,0.1664989502,0.1795564175,0.17007711739999998,0.18113744980000002,0.1679506984
Plyn_V105-1,0.46532654590000005,0.4720556735,0.4799496458,0.4799496458,0.1683331714,0.1793223414,0.1839067094,0.1864184286,0.18910544070000002,0.18910544070000002,0.1530719109,0.1530719109,0.1371843259,0.13016200220000002,0.0,0.0,0.0,0.0015997642000000001,0.0032054012,0.0016025009,0.0213843586,0.019702644499999998,0.019702644499999998,0.177097898,0.16997429190000002,0.3966540554,0.4035396988,0.38520908740000004,0.422684823,0.3639252844,0.36681677619999997,0.4225091636,0.3636081221,0.40937866829999997,0.39237679369999995,0.41872103829999996,0.15704702,0.1730064875,0.1718909261,0.1848434071,0.18397414210000002,0.1839067094,0.1869559498,0.1920283466
Plyn_PO16-1,0.4034144776,0.4209010075,0.4317229299,0.4317229299,0.1601137976,0.1671100805,0.1773863548,0.1840884939,0.1709597421,0.1641494601,0.1579831859,0.1598514774,0.1402323047,0.1303108199,0.0,0.0,0.0,0.0015997642000000001,0.01369996,0.0096286771,0.0226168116,0.0209629144,0.0268613969,0.1788152782,0.1691508704,0.3723376529,0.40355230020000005,0.3778542479,0.402800641,0.3526013961,0.3243752513,0.3841582026,0.3404327551,0.36954286630000005,0.35037909079999996,0.3849906573,0.1527174521,0.1661315871,0.16300948099999998,0.1716004777,0.1795564175,0.17510787149999998,0.1859941486,0.1732986994
Plyn_CB8-2,0.4692339083,0.4759925765,0.4839270586,0.4839270586,0.1706655639,0.18171130289999998,0.1863110211,0.1888323314,0.1915571159,0.1915571159,0.1553319381,0.1553319381,0.1393559365,0.1323012891,0.0015997642000000001,0.0015997642000000001,0.0015997642000000001,0.0,0.0048151662,0.0032097068,0.0230638715,0.0213765172,0.0213765172,0.17948059579999998,0.17230475059999997,0.3999896173,0.4068936428,0.3884676715,0.4261578705,0.36707719549999995,0.3701354133,0.4260752956,0.3669512687,0.41296090609999997,0.39589970189999996,0.4223552408,0.15934145619999998,0.17535599629999998,0.1742496594,0.18726021629999998,0.1863792611,0.1863110211,0.1893775243,0.1944959559
Plyn_HSG3-10,0.4009050006,0.4113576903,0.42183041880000005,0.42183041880000005,0.1563939128,0.1651423033,0.17517383690000002,0.19186109399999998,0.1726472475,0.173213189,0.1582068881,0.1600389482,0.1474715425,0.1379940744,0.0055487094999999995,0.0032054012,0.01369996,0.0048151662,0.0,0.015070583700000001,0.0226249466,0.0209704602,0.0278171828,0.17213656370000002,0.1784911919,0.3727532415,0.39999243799999995,0.386258042,0.38936961810000004,0.341988866,0.3223455043,0.39162467,0.34223291159999997,0.3709361359,0.3555232873,0.3903629797,0.1491846527,0.16815572350000002,0.1650422715,0.16952281449999998,0.1771614544,0.1729517933,0.18560443350000003,0.17494559640000001
Plyn_SP-1,0.3935522347,0.41065836299999997,0.42526870759999996,0.42526870759999996,0.1552468486,0.1640546312,0.1742172354,0.18295067469999998,0.1634297034,0.1668404097,0.1510639491,0.15290089769999998,0.14130312539999998,0.1335781211,0.0041720895,0.0016025009,0.0096286771,0.0032097068,0.015070583700000001,0.0,0.0243094454,0.0226472367,0.0340647859,0.168891132,0.1721771657,0.3883583332,0.40768129229999994,0.3840357129,0.39465072170000004,0.34952932229999994,0.3167394387,0.38611829950000004,0.3324084003,0.3690751917,0.3493671028,0.39231223090000006,0.1479418116,0.1612287805,0.15803208230000002,0.1684902607,0.17927258399999998,0.1719667463,0.1827825659,0.1657101005
Plyn_TRB101-1,0.46999332509999997,0.47475856310000003,0.5023142749,0.5023142749,0.18324004989999998,0.1896068655,0.1989741062,0.1975519144,0.200262445,0.200262445,0.1688281546,0.1688281546,0.1590942327,0.1369118678,0.0226168116,0.0213843586,0.0226168116,0.0230638715,0.0226249466,0.0243094454,0.0,0.0015701985,0.0015701985,0.18568801370000002,0.18562138620000002,0.3800084311,0.38016141090000005,0.3926838978,0.4180627032,0.3772635427,0.3859287289,0.4331997847,0.39410079719999996,0.4433401641,0.4068555833,0.4304953414,0.17422612769999998,0.1855831269,0.1821846964,0.19514243420000002,0.199045229,0.1989741062,0.1954555741,0.2032103152
Plyn_TRB101-4,0.46999332509999997,0.4707345793,0.49812673469999996,0.49812673469999996,0.1808407059,0.1871663141,0.1964977289,0.200042028,0.1977457421,0.1977457421,0.1664912491,0.1664912491,0.1568276294,0.1347036278,0.0209629144,0.019702644499999998,0.0209629144,0.0213765172,0.0209704602,0.0226472367,0.0015701985,0.0,0.0,0.18325437449999998,0.1832129312,0.37671389,0.3768802146,0.38932888299999996,0.41456920740000003,0.3739953168,0.38245542270000005,0.429514909,0.390542684,0.4394998833,0.40320232149999996,0.42673343090000004,0.17185922879999999,0.1831745196,0.1797763261,0.1926725302,0.1965680266,0.1964977289,0.1979403516,0.2006767414
Plyn_ShKm41,0.42219869880000005,0.4266233554,0.45478518869999995,0.45478518869999995,0.1779382258,0.18122765920000003,0.19585973350000002,0.2076148992,0.18738732,0.18722159239999997,0.1696141134,0.1637412532,0.1653831589,0.1411972425,0.024173003399999997,0.019702644499999998,0.0268613969,0.0213765172,0.0278171828,0.0340647859,0.0015701985,0.0,0.0,0.18422945899999998,0.1929217587,0.3626127953,0.37503879729999995,0.3734563908,0.40583301969999996,0.3536180365,0.3487565334,0.4031457921,0.3762146924,0.39510383479999994,0.37380541009999996,0.41002357359999997,0.1702444264,0.18420893030000002,0.17498390670000002,0.18585923710000002,0.1965680266,0.1934894291,0.199215695,0.1898171573
Psp_FT8,0.43173393479999994,0.4151035739,0.4421320489,0.4421320489,0.17941942019999998,0.1819755166,0.1919127928,0.18596443329999998,0.16409798,0.16635569449999998,0.1498379332,0.1497926956,0.1686283682,0.1551297028,0.1692123039,0.177097898,0.1788152782,0.17948059579999998,0.17213656370000002,0.168891132,0.18568801370000002,0.18325437449999998,0.18422945899999998,0.0,0.19808114649999997,0.3208047314,0.3578035471,0.3373983974,0.35338071409999994,0.3097672119,0.3107928535,0.39507317020000005,0.3393562414,0.4133043978,0.34674581579999997,0.3703702162,0.16749614869999999,0.1831067579,0.1779351715,0.18654286879999998,0.2076140421,0.1896022381,0.18596443329999998,0.1663432425
Pgerm_GO1,0.4535091541,0.4345929564,0.4826553903,0.4826553903,0.2223792445,0.20741775269999999,0.23884235,0.2465588436,0.23728971210000002,0.23966059539999998,0.20133830100000003,0.2034710029,0.1955797752,0.18796852890000001,0.16946022300000002,0.16997429190000002,0.1691508704,0.17230475059999997,0.1784911919,0.1721771657,0.18562138620000002,0.1832129312,0.1929217587,0.19808114649999997,0.0,0.4229853825,0.4362513425,0.4164341614,0.4563904525,0.4084751311,0.3395015575,0.4084449706,0.35951789990000005,0.42788612509999996,0.35320392409999996,0.35437639909999996,0.2105757884,0.2250805405,0.2049930487,0.21265152280000002,0.2446526446,0.2360687794,0.2423095356,0.24020483809999998
Psept_227,0.812543501,0.7830565876000001,0.70773998,0.70773998,0.3571124553,0.3621153668,0.355662515,0.3953974557,0.38864285740000004,0.3889313579,0.36452309159999996,0.3727532415,0.391265708,0.3674790774,0.3678356713,0.3966540554,0.3723376529,0.3999896173,0.3727532415,0.3883583332,0.3800084311,0.37671389,0.3626127953,0.3208047314,0.4229853825,0.0,0.2355177393,0.2111707589,0.2425813193,0.24465602379999998,0.5510263544,0.6352654665999999,0.6279493902000001,0.7056071331,0.6570229721999999,0.6479223773,0.35381662700000005,0.3829920118,0.3519439557,0.3659080037,0.38159649100000004,0.3524564101,0.38976488,0.392265824
Pdec_223,0.869450673,0.7678277655,0.7503265886,0.7503265886,0.36244963350000003,0.3679095326,0.3609255424,0.3871918636,0.4010055363,0.3993411303,0.3858192264,0.38303875390000003,0.3736425401,0.3705599205,0.3907199507,0.4035396988,0.40355230020000005,0.4068936428,0.39999243799999995,0.40768129229999994,0.38016141090000005,0.3768802146,0.37503879729999995,0.3578035471,0.4362513425,0.2355177393,0.0,0.2338776624,0.23012521019999999,0.2982231744,0.5556398567999999,0.6600284241,0.6482838429,0.6768245090999999,0.6838182925,0.6107016502,0.3593439383,0.3767168969,0.3731749213,0.3717279093,0.37198070850000003,0.3577060757,0.39544567159999994,0.40470032520000004
Psex_AZ8-4,0.8037448419,0.7490015067,0.6762567321999999,0.6762567321999999,0.3530750274,0.3521591933,0.35285672079999997,0.3842639863,0.378804875,0.3730652918,0.3124222264,0.3029895527,0.3224704891,0.3277242808,0.3649539704,0.38520908740000004,0.3778542479,0.3884676715,0.386258042,0.3840357129,0.3926838978,0.38932888299999996,0.3734563908,0.3373983974,0.4164341614,0.2111707589,0.2338776624,0.0,0.2915219987,0.2621752207,0.5548935103,0.5970799805,0.6115950819,0.6495521707999999,0.6355482054,0.6623530878,0.3576962057,0.3542051575,0.35471599090000006,0.3558436476,0.3653317986,0.3496846507,0.3927025004,0.3823349489
Ptetr_51,0.7573531907,0.7393526961,0.75664137,0.75664137,0.34840278840000005,0.34682557159999994,0.3378848365,0.3928305388,0.3871403674,0.384453249,0.34438916090000005,0.346808257,0.35196012520000003,0.3500748636,0.3904071876,0.422684823,0.402800641,0.4261578705,0.38936961810000004,0.39465072170000004,0.4180627032,0.41456920740000003,0.40583301969999996,0.35338071409999994,0.4563904525,0.2425813193,0.23012521019999999,0.2915219987,0.0,0.2646345207,0.5724497197,0.6275873192,0.6142682025,0.6621897912,0.6417610962,0.6569266441,0.34152304689999996,0.3493041007,0.36247510039999997,0.3504895592,0.3611266678,0.3347919541,0.3966991178,0.3907591588
Pjen_M,0.7761601267,0.7360866958,0.6632042217,0.6632042217,0.3175592108,0.3163966814,0.3122190328,0.37571633520000003,0.3605848796,0.3551846132,0.3007378631,0.3031629498,0.3381535513,0.3221061031,0.33689476409999997,0.3639252844,0.3526013961,0.36707719549999995,0.341988866,0.34952932229999994,0.3772635427,0.3739953168,0.3536180365,0.3097672119,0.4084751311,0.24465602379999998,0.2982231744,0.2621752207,0.2646345207,0.0,0.5391076446999999,0.611421739,0.6103438097,0.6158617433,0.6333623542,0.5736378569,0.3145351418,0.3344232265,0.3214815059,0.3222957578,0.3298740835,0.3093021643,0.3580035705,0.3639830517
Ppol_TR-5,0.5003716014,0.5181797389,0.4153412001,0.4153412001,0.3007734525,0.29338120149999997,0.3215175104,0.3291777741,0.303251396,0.31732096460000003,0.32836431120000004,0.3256017698,0.3480951635,0.3597170064,0.3217232502,0.36681677619999997,0.3243752513,0.3701354133,0.3223455043,0.3167394387,0.3859287289,0.38245542270000005,0.3487565334,0.3107928535,0.3395015575,0.5510263544,0.5556398567999999,0.5548935103,0.5724497197,0.5391076446999999,0.0,0.3144181318,0.3308365723,0.41866358979999996,0.3727725541,0.39314647070000003,0.2930440257,0.3021831736,0.2908765444,0.2992903898,0.3709243877,0.32104302690000003,0.331955447,0.306407295
Pnephr_PnC72,0.5443308118,0.5868940101,0.4729796882,0.4729796882,0.3999175138,0.3942293759,0.43361608259999995,0.4259147376,0.41055410789999996,0.41741812079999996,0.3816059823,0.3788432735,0.4141798155,0.42300935450000005,0.3836070391,0.4225091636,0.3841582026,0.4260752956,0.39162467,0.38611829950000004,0.4331997847,0.429514909,0.4031457921,0.39507317020000005,0.4084449706,0.6352654665999999,0.6600284241,0.5970799805,0.6275873192,0.611421739,0.3144181318,0.0,0.3632179521,0.5020395198,0.44987136240000003,0.4390428992,0.3976783537,0.3962243657,0.3999175138,0.4013882907,0.5081424387,0.43294045840000006,0.447462058,0.4144713579
Pcalk_GN5-1,0.5403555855,0.5360389682,0.4139494519,0.4139494519,0.3594294095,0.3514046357,0.39615849369999995,0.37611919969999996,0.3611974115,0.3762222363,0.3500488559,0.35250934240000004,0.38955007880000003,0.3759760206,0.3358746071,0.3636081221,0.3404327551,0.3669512687,0.34223291159999997,0.3324084003,0.39410079719999996,0.390542684,0.3762146924,0.3393562414,0.35951789990000005,0.6279493902000001,0.6482838429,0.6115950819,0.6142682025,0.6103438097,0.3308365723,0.3632179521,0.0,0.3992270723,0.39896533840000004,0.4403378925,0.35463221219999996,0.376825931,0.3541012592,0.3581146188,0.4678026514,0.39254690369999995,0.3733646117,0.36481072
Pdub_PdC95,0.5106208632,0.4891303223,0.5334349407,0.5334349407,0.3490590288,0.3584234648,0.3901350583,0.35809437130000005,0.3640550964,0.3785251256,0.34727220840000006,0.3526062118,0.4188800731,0.4325588446,0.3684770721,0.40937866829999997,0.36954286630000005,0.41296090609999997,0.3709361359,0.3690751917,0.4433401641,0.4394998833,0.39510383479999994,0.4133043978,0.42788612509999996,0.7056071331,0.6768245090999999,0.6495521707999999,0.6621897912,0.6158617433,0.41866358979999996,0.5020395198,0.3992270723,0.0,0.2756479074,0.39148682770000004,0.33521432510000004,0.35766339210000003,0.3528045072,0.3652028886,0.45634002090000003,0.389531271,0.37602666020000003,0.36768858600000004
Pput_PG-5,0.4260551351,0.40467129770000004,0.4566782754,0.4566782754,0.33757021159999995,0.3194822136,0.35108080350000004,0.3431719724,0.3338999797,0.3381533522,0.3070267444,0.3043239255,0.348986368,0.37264168090000005,0.3514268698,0.39237679369999995,0.35037909079999996,0.39589970189999996,0.3555232873,0.3493671028,0.4068555833,0.40320232149999996,0.37380541009999996,0.34674581579999997,0.35320392409999996,0.6570229721999999,0.6838182925,0.6355482054,0.6417610962,0.6333623542,0.3727725541,0.44987136240000003,0.39896533840000004,0.2756479074,0.0,0.3296150278,0.3212249613,0.32352502969999997,0.3192868422,0.3258367849,0.3994757249,0.34774193950000004,0.3458410578,0.3373401236
Pbuet_N06,0.4952338707,0.5183415248,0.47332415009999995,0.47332415009999995,0.36391811799999996,0.3609570312,0.4085761117,0.35276008270000003,0.370935819,0.37395793829999996,0.3585840535,0.3554252084,0.4068853958,0.407750664,0.3858739707,0.41872103829999996,0.3849906573,0.4223552408,0.3903629797,0.39231223090000006,0.4304953414,0.42673343090000004,0.41002357359999997,0.3703702162,0.35437639909999996,0.6479223773,0.6107016502,0.6623530878,0.6569266441,0.5736378569,0.39314647070000003,0.4390428992,0.4403378925,0.39148682770000004,0.3296150278,0.0,0.3574176142,0.3689034644,0.35777385149999996,0.36835135210000003,0.4600879881,0.404591152,0.35287461770000006,0.3749192979
Pmult_R51-6,0.4529261857,0.4213838668,0.4477026021,0.4477026021,0.013363011299999998,0.0401956255,0.0460779049,0.0950431051,0.0721186717,0.074638172,0.1499737785,0.153629946,0.1388984131,0.1580700796,0.1473328238,0.15704702,0.1527174521,0.15934145619999998,0.1491846527,0.1479418116,0.17422612769999998,0.17185922879999999,0.1702444264,0.16749614869999999,0.2105757884,0.35381662700000005,0.3593439383,0.3576962057,0.34152304689999996,0.3145351418,0.2930440257,0.3976783537,0.35463221219999996,0.33521432510000004,0.3212249613,0.3574176142,0.0,0.028619025299999996,0.0373181166,0.043201517300000006,0.0482575591,0.044560211399999994,0.09466883050000001,0.0755085643
Pmult_SK6-3,0.47022374060000005,0.42095704869999995,0.44252847939999995,0.44252847939999995,0.0257923024,0.044393792599999995,0.0532757941,0.091417394,0.0833908386,0.08465451660000001,0.1554420284,0.1516849182,0.13729053,0.16940819989999997,0.1609732544,0.1730064875,0.1661315871,0.17535599629999998,0.16815572350000002,0.1612287805,0.1855831269,0.1831745196,0.18420893030000002,0.1831067579,0.2250805405,0.3829920118,0.3767168969,0.3542051575,0.3493041007,0.3344232265,0.3021831736,0.3962243657,0.376825931,0.35766339210000003,0.32352502969999997,0.3689034644,0.028619025299999996,0.0,0.0386141987,0.0474252742,0.0516531587,0.0517324484,0.0978499333,0.0868876789
Pmult_C3,0.45005172740000005,0.4038233266,0.4371123196,0.4371123196,0.037264286,0.0201635429,0.0415491634,0.09484134960000001,0.076860605,0.0778966832,0.1594302592,0.1593822775,0.14373031990000001,0.15819953609999998,0.1557578392,0.1718909261,0.16300948099999998,0.1742496594,0.1650422715,0.15803208230000002,0.1821846964,0.1797763261,0.17498390670000002,0.1779351715,0.2049930487,0.3519439557,0.3731749213,0.35471599090000006,0.36247510039999997,0.3214815059,0.2908765444,0.3999175138,0.3541012592,0.3528045072,0.3192868422,0.35777385149999996,0.0373181166,0.0386141987,0.0,0.022973665499999997,0.046283153,0.040055697200000004,0.0893110212,0.08029331940000001
